title,content,topic,source,existing_summary
News Article 278155,"The 2008 IIFA Awards, held in Bangkok on June 8, honoured films released in 2007. Chak De India led with nine awards including Best Picture, Best Director Shimit Amin, and Best Actor Shah Rukh Khan, emerging as the evenings top winner. Hosted at Siam Paragon, the event was cohosted by Boman Irani, Ritesh Deshmukh, and Urmila Matondkar. Taare Zameen Par shared the limelight, winning six awards, including Best Director Aamir Khan and Critics Best Actor Darsheel Safary. Taare Zameen Par had the most wins, while Om Shanti Om and Guru dominated nominations 15 and 11 respectively. Indian film personalities, including top actors and filmmakers, attended the gala, which was broadcast on Star Plus internationally.",Entertainment,NewsSumm++,"On 8 June 2008, the IIFA Awards in Bangkok honored major Bollywood releases from 2007. Chak De India emerged as big winner with nine accolades including Best Picture and Best Actor Shah Rukh Khan. Taare Zameen Par also fared well, claiming six awards, including Best Director for Aamir Khan and Critics Best Actor for Darsheel Safary. The ceremony featured film luminaries like Boman Irani, Ritesh Deshmukh, and Urmila Matondkar. Although Om Shanti Om and Guru earned numerous nominations 15 and 11 respectively, Chak De India led in wins."
News Article 211816,"The Indian Railway Catering and Tourism Corporation IRCTC plans to install 1,100 water vending machines at 450 stations in 20172018 as part of its efforts to ensure clean drinking water at low cost in rail premises across the country.A glass of 300 ml water dispensed through these machines will cost just Re 1.The railway ministry in a series of tweets said onSunday these water vending machines WVMs will provide clean drinking water at low cost, and that the initiative will help in generating employment for around 2,000 people.At present, there are 1,106 WVMs at 345 stations in the country, the ministry said.The project of setting up WVMs was initiated in 2015 with an objective of providing potable water at nominal rates.Water is dispensed through the provision of Reverse Osmosis RO in these machines. The WVMs are operated roundtheclock either manually or via automatic mode.The water dispensed through these machines will be much cheaper than bottled mineral water, the ministry said.While a glass of half a litre water will cost Rs 3, a litre will be available Rs 5, two litres for Rs 8 and a can for Rs 20.",National News,NewsSumm++,"The Indian Railway Catering and Tourism Corporation plans to install 1,100 water vending machines at 450 railway stations in 201718. A 300 ml glass of water from these machines will cost 1, while a litre will cost 5 and two litres will cost 8. This is aimed at ensuring availability of clean drinking water at low cost at the stations."
News Article 288994,Prime Minister Atal Bihari Vajpayee will unveil major telecom reforms aimed at liberalizing regulations and increasing competition in Indias rapidly growing mobile sector.,Business and Finance,NewsSumm++,"In August 2003, PM Vajpayee announced a set of telecom reforms intended to deregulate the sector, boost competition, and drive down mobile service costs across India."
News Article 32248,"pune a proposed umbrella organisation to set the standards of quality for processed foods in the country is likely to be the cornerstone of the national food processing policy in the forthcoming budget session of parliament. the union secretary to the ministry for food processing industries d.p. tiwari told newspersons here on tuesday that the proposed organisation, tentatively called the food processing authority of india, will be a multimember body with at least 50 per cent representation from the industry.the body will also have as members representatives of the concerned union ministries such as commerce and industry, he said. the principal function of the authority would be to define standards for the food processing businesses in the country.the standards decided by this authority will supersede all norms contained in the different laws and orders regulating various areas within food processing, such as milk and milk products. the creation of this body is a step towards homogenisation of the various food laws in the country to be able to meet the competition from the global processed food companies, tripathi said. a cabinet note on this subject has been circulated and if approved, he said.Explore Your Financial Landscape with Personalized Credit Insights.",National News,NewsSumm++,"the union secretary to the ministry for food processing industries d.p. tiwari told newspersons here on tuesday that the proposed organisation, tentatively called the food processing authority of india, will be a multimember body with at least 50 per cent representation from the industry.the body will also have as members representatives of the concerned union ministries such as commerce and industry, he said. the creation of this body is a step towards homogenisation of the various food laws in the country to be able to meet the competition from the global processed food companies, tripathi said."
News Article 66435,"Following the relaxation of lockdown curbs, a few shops were spotted opened in Ahmedabad on Sunday. Express photoJaved Raja As states prepare for a staggered exit from the second phase of the lockdown that ends May 3, Prime Minister Narendra Modi is likely to ask them not to let their guard down in the fight against COVID19 in a video conference Monday morning with all chief ministers. This will be his fourth such meeting with state CMs since March 22 when he first spoke with them before announcing a nationwide lockdown on March 24. Four key demands are likely to be made by states in the Monday meeting special trains to transport migrant workers to their home states, permission to allow more economic activities in nonhotspots, financial resources to support small businesses and the vulnerable, and additional testing kits, ventilators and personal protective equipment. Follow coronavirus news LIVE updates here A day before the meeting, Rajasthan Chief Minister Ashok Gehlot told The Indian Express that the nationwide lockdown should be modified and economic activities allowed in nonhotspots. There was some relaxation for industries and shops That is fine, but more activities should begin because the revenue of states has become zero. When there is no revenue, how will states work he said. Advertisement Less than a week back, Chhattisgarh Chief Minister Bhupesh Baghel too had written to the Prime Minister seeking permission to let sweet shops, vehicle and electronic showrooms, repair shops, and retail activities commence operations. He had also demanded funds to the tune of Rs 30,000 crore to support poor and needy families with no means of income. State government sources in Maharashtra said Chief Minister Uddhav Thackeray is likely to demand arrangement of special trains to transport migrant workers to their home states. They said the state has initiated preliminary preparations for transportation of migrants by buses if trains were not permitted. While Gujarat CM Vijay Rupani is likely to present the way forward for his state after May 3, Punjab CM Amarinder Singh is expected to reiterate his demand for a special financial package, and West Bengal CM Mamata Banerjee is likely to demand the release of past dues to the state and seek additional testing kits. In another meeting with chief secretaries of all states on Sunday, Cabinet Secretary Rajiv Gauba reviewed the preparedness of states. A presentation was made outlining the projected scale of the challenge at hand, especially since the current stringent lockdown cannot possibly go on for an indefinite period given its huge economic cost, said an official who was part of the meeting. Mumbai BEST buses getting at Bandra Station on Sunday. Express photoPradip Das Mumbai BEST buses getting at Bandra Station on Sunday. Express photoPradip Das On Sunday, the country registered the highest daily increase of 1,945 cases, taking the total number of positive cases to 26,917, as per data released by the health ministry. The number of deaths touched 826, with 47 in the last 24 hours. A total of 5,913 people have recovered from the disease. Advertisement Making a summary projection during the meeting with state chief secretaries, the Central government projected India to record 65,000 COVID19 cases by May 15. At the present doublling rate of 1012 days, it said the number of cases could reach 2.74 crore cases by August 15. By June end we could be headed for one lakh cases a day, according to the projection, said another source who was part of the meeting. The idea was to sensitise states to the need to be well prepared. Health is a state subject and all the real work is being done by them. That is why there was also talk about devolution of responsibilities to the district administration or even the city level for better decentralised care of patients so that tertiary care facilities are not overwhelmed, said a third person who was part of the meeting. A vanity van was provided to A vanity van was provided to Mumbai Police during nakabandi along the western express highway at Jogeshwari on Sunday. Express photoPrashant Nadkar Going forward, the doubling time would depend on when and to what extent lockdown is relaxed in various parts of the country. Indias worst doubling time was 3.5 days in March. A top official in the government said even in the worst case scenario, the doubling rate may not dip below five as social distancing, hand washing and other behavioural changes are being internalised by people. But if the doubling time does reach there, the case load would be even more than the projection shared with states, the source said. Advertisement Read in Malayalam here During a visit to the AIIMS Trauma Centre in New Delhi, Union Health Minister Harsh Vardhan said When we compare the number of active patients who are currently hospitalised, we find that only 2.17 per cent patients have been admitted in ICU, 1.29 per cent patients have required oxygen support and mere 0.36 per cent are on ventilator. We are winning the battles and eventually we will win this war GIMS, Greater Noida, discharged seven Covid19 patients on Sunday. Express photoGajendra Yadav GIMS, Greater Noida, discharged seven Covid19 patients on Sunday. Express photoGajendra Yadav The mortality death rate of COVID patients in India is 3.1 per cent compared with 7 per cent at the global level, he said. The doubling rate of the country has been showing regular improvement and stands at 10.5 days when seen over a period of three days, 9.3 days over a period of 7 days and 8.1 days over a period of a 14 days. These indicators may be taken as positive effects of the lockdown along with the cluster management and containment strategies, he said. As on date, 283 districts have not reported any COVID cases, 64 districts have not reported a fresh case since the last 7 days, 48 districts have not reported a fresh case since the last 14 days, 33 districts have not reported a fresh case since the last 21 days and 18 districts have not reported a fresh case since the last 28 days, the Health Minister said. He, however, urged the people to observe the lockdown 2.0 in letter and spirit and to treat it as an effective intervention to cut down spread of COVID19.",Health and Wellness,NewsSumm++,"AdvertisementLess than a week back, Chhattisgarh Chief Minister Bhupesh Baghel too had written to the Prime Minister seeking permission to let sweet shops, vehicle and electronic showrooms, repair shops, and retail activities commence operations. State government sources in Maharashtra said Chief Minister Uddhav Thackeray is likely to demand arrangement of special trains to transport migrant workers to their home states. They said the state has initiated preliminary preparations for transportation of migrants by buses if trains were not permitted. In another meeting with chief secretaries of all states on Sunday, Cabinet Secretary Rajiv Gauba reviewed the preparedness of states. AdvertisementMaking a summary projection during the meeting with state chief secretaries, the Central government projected India to record 65,000 COVID19 cases by May 15."
News Article 176962,"New Delhi  The Central Bureau of Investigation CBI arrested Delhis deputy chief minister Manish Sisodia on Sunday in connection with alleged irregularities with an old liquor policy in a major but not entirely unexpected escalation between the ruling Aam Aadmi Party AAP in the city and the Bharatiya Janata Party BJP at the Centre. Sisodia is the second, and the seniormost yet, minister of the elected government to be arrested by a federal agency, a move that he and chief minister Arvind Kejriwal said was in the offing as part of a political plot against the party. Sisodia gave evasive replies and did not cooperate with the investigation despite being confronted with evidence to the contrary. Therefore, he has been arrested, said a statement issued by CBI spokesperson RC Joshi. Joshi said Sisodia was summoned to answer questions evaded by him during his examination on October 17 and further questions relating to his incriminating role based on evidence collected during investigation of the case. The deputy CM will be produced before a special CBI court at Rouse Avenue on Monday. Manish is innocent. His arrest is dirty politics. There is a lot of anger among the people due to Manishs arrest and everyone is watching. People understand everything and they will respond to this, said CM Kejriwal in a tweet following the announcement of the arrest.",National News,NewsSumm++,"The Central Bureau of Investigation CBI arrested Delhis deputy chief minister Manish Sisodia on Sunday over alleged irregularities in an old liquor policy, marking a significant escalation in tensions between the ruling Aam Aadmi Party AAP and the Bharatiya Janata Party BJP. Sisodia is the highestranking minister of the AAP government to be arrested by a federal agency. Both Sisodia and Chief Minister Arvind Kejriwal have denounced the arrest as part of a political conspiracy against their party. The CBI stated that Sisodias arrest was due to his evasive responses and lack of cooperation during the investigation. Sisodia will appear before a special CBI court on Monday. Kejriwal condemned the arrest on Twitter, asserting Sisodias innocence and describing the action as dirty politics."
News Article 287269,"Jindal Steel  Power Ltd JSPL today said one of its promoter entities has pledged 13 lakh shares.In a disclosure to BSE,JSPL said its promoter Opelina Finance and Investment pleged the shares on March 19 in favour of Infrastructure Development Finance Company IDFC,the filing said.Post pleding,Opelina Finance and Investments shareholding in JSPL came down to 6.85 per cent from earlier 6.99,it said.Shares of JSPL were trading at Rs 531.55 a piece,up 0.88 per cent compared to the previous close on the BSE.The Big, Beautiful bill passed by Congress and praised by President Donald Trump will have mixed effects on different industries, income levels, and regions. Major business groups, manufacturers, small businesses, and highincome Americans will see gains, while lowincome Americans, hospitals, clean energy, and electric vehicle industries, and deficit hawks will be negatively impacted.",Business and Finance,NewsSumm++,"Jindal Steel  Power Ltd JSPL announced that its promoter entity, Opelina Finance and Investment, has pledged 1.3 million shares to the Infrastructure Development Finance Company IDFC as of March 19. Following this transaction, Opelinas shareholding in JSPL decreased from 6.99 to 6.85. As of the latest trading session, JSPL shares were priced at Rs 531.55, reflecting a 0.88 increase from the previous close. Additionally, a recent bill passed by Congress, which received praise from President Donald Trump, is expected to have varied impacts across industries and income levels, benefiting major business groups and highincome individuals while adversely affecting lowincome Americans, hospitals, clean energy, and electric vehicle sectors."
News Article 119733,"In the Dhaula Kuan gangrape case of 2005,the prosecution today received a jolt when a policeman,deposing as a witness,told a local court that the victim was abducted in a Maruti car and not in a Santro,as alleged by the prosecution. While recording the testimony which cast doubt over the prosecutions claim,Constable Raj Kumar told Additional Sessions Judge V K Bansal that he and SubInspector Maley Ram were informed by the victims friend Rochelle that the accused had forcibly taken the girl towards Gurgaon in a Maruti car. We met Rochelle who told SI Ram that the girl was with her and had been forcibly taken away by threefour boys in a grey Maruti car towards Gurgaon Road, the witness said. However,the police in their chargesheet said the four men had forced the girl to sit in a steel colour Santro car and raped her for almost two hours. Deposing as 19th prosecution witness,Kumar said he had found the victim near a Gurudwara in south Delhi,where the accused had dumped her after allegedly raping her on the night of May 8,2005. The prosecution had claimed that the four accused Ajit Katiyar,Danda,Jat and Tappe had abducted the girl,who was from a northeastern state,around 2.15 am from Dhaula Kuan when she was walking back home after picking food from a roadside eatery. However,the police in their chargesheet said the four men had forced the girl to sit in a steel colour Santro car and raped her for almost two hours. Deposing as 19th prosecution witness,Kumar said he had found the victim near a Gurudwara in south Delhi,where the accused had dumped her after allegedly raping her on the night of May 8,2005. The prosecution had claimed that the four accused Ajit Katiyar,Danda,Jat and Tappe had abducted the girl,who was from a northeastern state,around 2.15 am from Dhaula Kuan when she was walking back home after picking food from a roadside eatery.",Crime and Justice,NewsSumm++,"In the Dhaula Kuan gangrape case of 2005, a policemans testimony contradicted the prosecutions claim, stating that the victim was abducted in a Maruti car, not a Santro as alleged. Constable Raj Kumar testified that the victims friend informed them about the abduction in a Maruti car towards Gurgaon. This conflicts with the police chargesheet, which mentioned the victim being forced into a Santro and raped for nearly two hours. The witness found the victim near a Gurudwara in south Delhi, where she was allegedly dumped after the rape. The prosecution accused four men of abducting the victim late at night as she walked home after buying food."
News Article 269414,"Indian archer Madhura Dhamangaonkar achieved a significant milestone by clinching her maiden individual World Cup gold medal at the Archery World Cup Stage 2 in Shanghai on May 10, 2025. This victory marked a remarkable comeback for the 24yearold from Amravati, Maharashtra, who had been unranked due to a threeyear hiatus from international competition. The Tribune 6 The Times of India 6 The Times of India 6 UniIndia 2 Magzter 2 The Tribune 2 In a thrilling final, Dhamangaonkar edged out USAs Carson Krahe with a narrow 139138 win. Despite trailing 8185 after the third end, she demonstrated resilience by delivering a nearflawless performance in the fourth end to level the score at 110all. In the decisive final end, Dhamangaonkar secured victory with two perfect 10s Xs and a 9, while Krahe managed 28 points. Dhamangaonkars gold was part of Indias impressive haul of five medals in the compound section at the tournament, which included two golds, one silver, and two bronzes. She also contributed to the teams success by winning a silver in the womens team event and a bronze in the mixed team event alongside Abhishek Verma. This performance underscores Indias growing strength in compound archery on the world stage, especially with the discipline set to debut at the Los Angeles 2028 Olympics.",Sports,NewsSumm++,"Indian archer Madhura Dhamangaonkar achieved a remarkable feat at the 2025 Archery World Cup Stage 2 in Shanghai, securing her first individual World Cup gold medal in the womens compound event. In a thrilling final, she edged out USAs Carson Krahe with a narrow 139138 victory, marking a significant comeback after a threeyear hiatus from international competition. Dhamangaonkars performance was part of Indias impressive haul of five medals in the compound category at the tournament, which included two golds, one silver, and two bronzes. She also contributed to the teams success by winning a silver in the womens team event and a bronze in the mixed team event alongside Abhishek Verma. Her journey in archery began in 2011 at the Shree Hanuman Vyayam Prasarak Mandal in Amravati, Maharashtra. Overcoming financial challenges, her family supported her transition from recurve to compound archery, investing in necessary equipment despite limited resources. Her dedication and resilience have now positioned her as a prominent figure in Indian archery."
News Article 162399,"MUMBAI Several finalyear Bachelor of Management Studies BMS students from Mumbai University attempted their question paper which was based on the old pattern, without objectives and multiple choices, on Monday. Most of them were in for a rude shock after they stepped out of their centres and realized that their friends at other colleges had attempted a different question paper altogether. To add to their distress, the new paper pattern had 15mark objective questions in the 75mark paper, or 20 of the questions. The other questions, too, had more choices in the new paper pattern. The BMS students had their first Semester V paper on logistics and supply chain management on Monday. The university, though, simultaneously scheduled the repeaters exam for the same paper. The examination section uploaded two question papersone based on the old pattern without any objectives or multiple choices for repeaters and the other in the new pattern, said a teacher from a suburban college. The paper in the new pattern with the code 58053 and the one in the old pattern with code 31263 were both available for download from the universitys link. Considering that both carried the same subject text, several college officials got confused. The university should clearly state in the subject text whether a paper is meant for regular students or repeaters and simplify the coding system, suggested a college teacher. While the universitys examination section has received written letters only from Oriental Andheri and Rizvi Bandra colleges, some others such as R J Thakur in Thane, St Andrews in Bandra and D G Ruparel in Matunga, too, had distributed the old pattern question paper. A student at Ruparel College, though, pointed out the wrong paper code to the supervisor and it was quickly replaced within 15 minutes, said principal Tushar Desai. Students, who had already begun to write, were given a fresh answer sheet, Desai added. At St Andrews, the error was brought to the notice of college authorities only after the exam, said principal Marie Fernandes. A BMS teacher said there was a possibility the goofup has occured at more centres and has not been reported yet. Colleges should immediately write to the universitys exam section to inform them about the goofup, said the coordinator. A BMS student who got the paper in old pattern said he will not be assessed on fair grounds. There are objective questions for 15 marks. And every single question in the paper in the new pattern has choices, said the student. An official university spokesperson said they have received a written letter only from two colleges so far. The colleges have accepted in the letter that they have downloaded the wrong paper. The university will discuss the matter with the dean and the board of studies members and take a decision in students interests. Students need not panic, he said.",Education,NewsSumm++,"Several finalyear Bachelor of Management Studies BMS students at Mumbai University were surprised to find that the question paper for their Semester V exam on logistics and supply chain management was based on the old pattern, lacking objectives and multiple choices. Simultaneously, a different paper pattern with 15mark objective questions was available for repeaters. This confusion stemmed from both papers being accessible for download without clear labeling for regular students or repeaters. Some colleges, like Oriental and Rizvi, distributed the old pattern paper, leading to concerns about fair assessment. While errors were rectified promptly in some centers like Ruparel College, others, like St Andrews, only discovered the mistake postexam. The university spokesperson confirmed receiving letters from two colleges admitting to downloading the wrong paper and assured students that their interests would be addressed. The incident highlights the need for clearer communication and coordination between the university and colleges to prevent such errors in the future."
News Article 170332,The selectors on Friday stuck to the tried and tested names while announcing the India team for the first two Tests against England with wicketkeeper batsman Dhruv Jurel being the lone new face. Rohit Sharma will lead the 16man side while Jasprit Bumrah will be his deputy.,Sports,NewsSumm++,"The selectors announced the Indian cricket team for the first two Tests against England, opting for familiar faces and naming Dhruv Jurel as the sole new addition. Rohit Sharma will captain the 16man squad, with Jasprit Bumrah as his deputy."
News Article 42397,"Ina major breakthrough, the Indian Institute of Technology Kanpur has unveiled a pioneering assistive technology aimed at revolutionising braille literacy for visually impaired and blind individuals. Developed by Prof. Siddhartha Panda and Vishwaraj Srivastava at the National Centre of Flexible Electronics NCFlexE, IITK, the Single Refreshable Braille Cell Based Braille Learning Device with a Touch Sensitive Array is set to make a significant impact in the field of accessible education. According to an official release, this innovative device serves as a powerful tool for beginners embarking on their journey to learn braille. Braille literacy rates have remained alarmingly low, with just about 1 per cent of the population in India and 510 pr cent in developed countries having access to this essential skill. The Single Refreshable Braille Cell Based Braille Learning Device addresses this challenge by offering an affordable, selflearning solution that has the potential to transform the lives of countless visually impaired individuals. Prof. Abhay Karandikar, Director IIT Kanpur, said, One of our primary goals at IIT Kanpur has always been to bridge gaps and create opportunities for those who face challenges in accessing education. This unique braille learning device represents a significant step towards achieving that goal. By providing an affordable and effective learning tool, this invention is set to empower visually impaired individuals with the skills they need to thrive in an increasingly digital world. One of the primary cost drivers in modern digital braille learning devices is the inclusion of multiple braille cells, typically exceeding five, which substantially increases the overall price. Consequently, these devices often come with a prohibitive price tag, rendering them inaccessible to those who need them the most, said Prof. Siddhartha Panda, one of the inventors. Researchers worldwide have diligently worked towards reducing the cost of braille devices, including exploring singlecell braille solutions however, such attempts have presented numerous challenges. We have tried to address those challenges in this device. Once patented and ready for commercial use, it would expectedly be a very affordable alternative, he added. A Single Refreshable Braille Cell usually converts electronic text into Braille characters that can be read by touch. The existing devices in the market normally use multiple braille cells to get the required functionality. But, in the pioneering technology developed at IIT Kanpur, a single braille cell has been seamlessly integrated with a cuttingedge touch array, enabling the device to deliver functionality comparable to multicell counterparts but at a significantly reduced cost. The device is specifically designed to instruct users in the fundamentals of braille, covering basic characters, words, and sentences. This innovative device serves as a powerful tool for beginners embarking on their journey to learn braille. Braille literacy rates have remained alarmingly low, with just about 1 per cent of the population in India and 510 pr cent in developed countries having access to this essential skill. The Single Refreshable Braille Cell Based Braille Learning Device addresses this challenge by offering an affordable, selflearning solution that has the potential to transform the lives of countless visually impaired individuals.",Education,NewsSumm++,"The Indian Institute of Technology Kanpur has unveiled a groundbreaking assistive technology aimed at revolutionising braille literacy for visually impaired and blind individuals. The Single Refreshable Braille Cell Based Braille Learning Device with a Touch Sensitive Array is an affordable, selflearning solution that aims to bridge the gap in accessible education for visually impaired individuals. The device, developed by Prof. Siddhartha Panda and Vishwaraj Srivastava at the National Centre of Flexible Electronics NCFlexE, IITK, combines a single braille cell with a touch array, delivering functionality comparable to multicell counterparts at a significantly reduced cost. The device is designed to teach users in the fundamentals of braille, covering basic characters, words, and sentences. The device is expected to transform the lives of countless visually impaired individuals and contribute to the fight against the alarmingly low braille literacy rates in India and developed countries."
News Article 280756,"New Delhi, Nov 25 India logged 9,119 new coronavirus infections taking the countrys total tally of COVID19 cases to 3,45,44,882, while the active cases declined to 1,09,940, the lowest in 539 days, according to the Union Health Ministry data updated on Thursday...",Health and Wellness,NewsSumm++,"On November 25, 2021, India reported 9,119 new COVID19 cases, totaling 345.45 million. Active cases dropped to 109,940the lowest in 539 dayswhile the recovery rate reached 98.33 ."
News Article 115717,"CHENNAI A 45yearold woman sustained serious burn injuries after her partner threw bathroom cleaning acid on her face in Thoraipakkam on Friday afternoon. Neighbours caught N Venkatesan, 50, a mason, and handed him over to the Thoraipakkam police. They admitted Selvi to Government Royapettah Hospital. Doctors said Selvi had sustained severe burn injuries but described her condition as stable. A police officer said Venkatesan threw acid at Selvi, a construction worker, after an argument in which he accused her of cheating on him. The pair had been living together for a couple of years after meeting at a construction site in the city. Their neighbours in Rajiv Colony, Thoraipakkam, told police that Venkatesan frequently picked up fights with Selvi. Doctors advised Selvis neighbours to move her to Kilpauk Medical College and Hospital for treatment of her burn injuries.",Crime and Justice,NewsSumm++,"In Thoraipakkam, Chennai, a 45yearold woman, Selvi, suffered severe burns when her partner, N Venkatesan, a 50yearold mason, threw acid on her face during an argument on Friday. Neighbours apprehended Venkatesan, accusing Selvi of cheating. They handed him over to Thoraipakkam police, while Selvi was admitted to Government Royapettah Hospital. Despite serious injuries, doctors deemed her condition stable. The couple, who had been living together for years, faced frequent disputes, according to neighbors. Doctors recommended transferring Selvi to Kilpauk Medical College and Hospital for further treatment of her burn injuries."
News Article 35779,"Air India Ltd on Monday made aviation history with the biggest aircraft order ever, agreeing to purchase a total of 540 aircraft from Boeing and Airbus that will help the Tata Group airline expand its horizons in India and abroad. The purchase of short and longhaul aircraft is estimated to cost Air India a whopping 82 billion according to the list price, though the actual cost would be lower since bulk orders come with discounts and incentives. Of the total 540 aircraft, 470 are firm orders, and the rest 70 are options with Boeing that Air India can exercise in the future. The 470 aircraft include 250 Airbus and 220 Boeing planes, with the first of them landing later this year. According to Bloomberg, the previous single largest jet order was a 460plane deal by American Airlines in 2011. The first aircraft to arrive will be 25 brandnew Boeing B737800s and six Airbus A350900s in the second half of 2023, with deliveries really ramping up in 2025 and beyond. In the meantime, our capacity growth will continue to be supported by the previously announced leasein of additional narrowbody and widebody aircraft and the restorationtoservice of the remainder of our grounded fleet, Air India CEO Campbell Wilson said in an email to employees. Of the total order, about 450 aircraft are singleaisle aircraft from the Airbus 320 family and Boeing 737 MAX, which will fly domestic and shorthaul international flights. The rest 90 planes are dualaisle planes which will fly to Europe and the Americas. Announcing the aircraft orders earlier in the day, N. Chandrasekaran, chairman of Tata Sons Ltd, said the group is committed to making Air India a worldclass airline. The widebody A350 aircraft will be used to fly all ultralong distances across the world, he said. The order with Airbus also includes 210 narrowbody A320neo family jets. The conglomerate also has a significant option to increase the fleet order once the airline grows, he said. Air India is not just another project. It is a national project. There are huge expectations. We are going through a major transformation because we are committed to building a worldclass airline known for safety, ontime performance, the best of Indian hospitality and modern fleet and a wholesome experience for every passenger, whether they are in the first row or the last row, Chandrasekaran further said. He added that the Tata Group plans to bring commercial aircraft manufacturing to India at some point. We are working on bigger partnerships, and one of our ambitions is to bring in commercial aircraft manufacturing at some point in time in the future. We have teams aligned on both sides, and we see this moment as the most significant moment for Tata Group, Air India, Indian aviation and for the manufacturing sector in India, Chandrasekaran said. The virtual event to announce the order was attended by Prime Minister Narendra Modi, French President Emmanuel Macron, Tata Trusts chairman Ratan Tata, commerce minister Piyush Goyal, aviation minister Jyotiraditya Scindia, Airbus CEO Guillaume Faury and Air Indias MD  CEO Campbell Wilson. This deal demonstrates deepening relations between India and France but is also a reflection of Indias success and expectations in the civil aviation sector. Today, the aviation sector is an integral part of Indias development and strengthening aviation is an important aspect of our national infrastructure strategy, Modi said at the event. US President Joe Biden called the agreement historic. This purchase will support over one million American jobs across 44 states, and many will not require a fouryear college degree, a White House statement said. With this order, Air India intends to make the country a hub for international flights and provide Indians with direct connectivity to various parts of the world, which is in sync with the governments aim to make India a hub for aviation. Currently, a big chunk of Indian passengers flies to various parts of Europe and the Americas, transiting airports in the Middle East, Europe and Southeast Asia. The time is right for India to become an international hub, Airbus CEO Faury said. The order is a critically important milestone for India, aviation consultancy CAPA India said in a report.",National News,NewsSumm++,"Air India, now owned by the Tata Group, has made aviation history with the largestever aircraft order. The airline has agreed to purchase a total of 540 aircraft from Boeing and Airbus, with an estimated cost of 82 billion. The order includes 470 firm orders 250 from Airbus and 220 from Boeing and 70 options with Boeing that Air India can exercise in the future. The order comprises both short and longhaul aircraft, with the first deliveries expected later this year. This monumental order is aimed at expanding Air Indias operations domestically and internationally, making the country a hub for international flights."
News Article 236062,"Noting the country is facing serious internal challenges, Congress president Mallikarjun Kharge on Saturday said incidents of violence were tarnishing the image of a progressive and secular India and alleged the BJP was adding fuel to fire. In his opening remarks at the first meeting of the reconstituted Congress Working Committee CWC here, Kharge said the party demands an immediate start of the Census process along with a caste survey to secure the right to health, education, employment and food security for the deprived sections of society. He said 27 INDIA bloc parties stand together on fundamental issues of importance. After three successful meetings, the opposition alliance is forging ahead to combat the antipeople and antidemocratic BJP government, the Congress chief said. Perturbed by this development, the BJP dispensation is resorting to vindictive action against opposition parties, he alleged. At the CWC meeting, Kharge said, We also strongly condemn the governments attempts to stifle the opposition in Parliament and curtail public scrutiny in Parliament. The forthcoming special session of Parliament raises concerns about the ruling partys intentions, he added. Claiming that the country is at a crossroads today, facing many serious internal challenges, the Congress chief alleged that the Narendra Modi government has been a complete failure in controlling inflation, unemployment, raging violence in Manipur, widening inequality and declining condition of farmers and labourers. The entire nation is witnessing the tragic events still unfolding in Manipur. The Modi government allowed the fire of Manipur to reach Nuh in Haryana, Kharge said. These incidents tarnish the image of modern, progressive and secular India. In such a situation, the ruling party, communal organisations and a section of the media add fuel to fire, he alleged. He also claimed that the countrys economy is in grave danger with the rise in prices of all essential commodities adversely affecting the lives of the common people.",Miscellaneous,NewsSumm++,"Pakistan temporarily closed its airspace to commercial flights, forcing many airlines to reroute their aircraft on longer paths, burning more fuel and incurring extra costs. The airspace closure affected international flights between AsiaPacific and Europe, as most flights in these regions pass over India and Pakistan. Airlines like Air India, Jet Airways, Qatar Airways, and Singapore Airlines announced flight reroutings. Thai Airways was heavily impacted, canceling almost 30 flights to Europe, affecting 5,000 passengers. Singapore Airlines had to refuel its Europebound flights and canceled one to Frankfurt. This airspace closure has worsened the financial struggles of airlines in South Asia and the AsiaPacific region."
News Article 207408,"CBI has called Y.S. Jagan Mohan Reddy, son of former Andhra Pradesh Chief Minister Y.S. Rajasekhara Reddy, for questioning on November 4 in connection with alleged multicrore iron ore mining scam.",Politics,NewsSumm++,"In a significant development, the Central Bureau of Investigation CBI has summoned Andhra Pradesh Chief Minister Y.S. Jagan Mohan Reddy for questioning in connection with an alleged mining scam. The news was updated on November 17, 2021, and originally published on November 2, 2011. The alleged mining scam involves extensive illegal mining operations, causing substantial revenue losses to the state. The CBI has been investigating this case for several years, and the recent summons indicate an intensification of the probe. Jagan Mohan Reddy, who was not the Chief Minister at the time of the alleged offenses, has been under scrutiny for his alleged involvement in these illegal activities. The CBIs investigation has highlighted irregularities in the allocation of mining leases and illegal extraction of minerals, which reportedly benefited certain private entities at the expense of the states exchequer. The summons to Reddy is part of the CBIs broader efforts to hold accountable those involved in the scam. In a significant development, the Central Bureau of Investigation CBI has summoned Andhra Pradesh Chief Minister Y.S. Jagan Mohan Reddy for questioning in connection with an alleged mining scam. The news was updated on November 17, 2021, and originally published on November 2, 2011. The alleged mining scam involves extensive illegal mining operations, causing substantial revenue losses to the state. The CBI has been investigating this case for several years, and the recent summons indicate an intensification of the probe. Jagan Mohan Reddy, who was not the Chief Minister at the time of the alleged offenses, has been under scrutiny for his alleged involvement in these illegal activities. The CBIs investigation has highlighted irregularities in the allocation of mining leases and illegal extraction of minerals, which reportedly benefited certain private entities at the expense of the states exchequer. The summons to Reddy is part of the CBIs broader efforts to hold accountable those involved in the scam."
